S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
1.0,DR. PRASHANT YADAORAO PADOLE,Indian National Congress,581678,5735,587413,47.56
2.0,SUNIL BABURAO MENDHE,Bharatiya Janata Party,546222,3811,550033,44.53
3.0,KUMBHALKAR SANJAY BHAIYY,Bahujan Samaj Party,25104,358,25462,2.06
4.0,SANJAY GAJANAN KEWAT,Vanchit Bahujan  Aaghadi,24528,330,24858,2.01
5.0,SEWAKBHAU NIRDHAN WAGHAYE,Independent,12899,204,13103,1.06
6.0,AJAYKUMAR BHARTIYA,Akhil Bhartiya Parivar Party,3998,59,4057,0.33
7.0,SUMIT VIJAY PANDE,Independent,3719,0,3719,0.3
8.0,VIRENDRAKUMAR KASTURCHAND JAISWAL,Independent,2382,7,2389,0.19
9.0,DEVILAL SUKHRAM NEPALE,Peoples Party of India (Democratic),2000,9,2009,0.16
10.0,DR. AKASH MADHUKAR JIBHAKATE,Independent,1972,9,1981,0.16
11.0,VILAS BABURAO LENDE,Lok Swarajya Party,1624,25,1649,0.13
12.0,VILAS JIYALAL RAUT,Independent,1611,5,1616,0.13
13.0,BENIRAM RAMCHAND FULBANDHE,Independent,1482,15,1497,0.12
14.0,PRADEEP  DHOBALE,Independent,1163,33,1196,0.1
15.0,SURYAKIRAN ISHWAR NANDAGAWALI,Independent,1132,30,1162,0.09
16.0,ITWALE SHARAD MARTAND,Independent,1020,8,1028,0.08
17.0,TULSIRAM URKUDA GEDAM,Independent,831,11,842,0.07
18.0,CHAITRAM DASHARATH KOKASE,Independent,780,11,791,0.06
19.0,NOTA,None of the Above,10106,162,10268,0.83
