S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
1.0,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,618569,1180,619749,55.71
2.0,AJAY NISHAD,Indian National Congress,383759,1063,384822,34.59
3.0,ALOK KUMAR SINH,Independent,17225,0,17225,1.55
4.0,AWADHESH PRASAD SINGH,Independent,15617,1,15618,1.4
5.0,JITENDRA KUMAR,Independent,8692,8,8700,0.78
6.0,NILIMA KUMARI,Independent,7309,1,7310,0.66
7.0,VIJAYESH KUMAR,Bahujan Samaj Party,6530,17,6547,0.59
8.0,AJAY SAHNI,Independent,5157,1,5158,0.46
9.0,SUNITA KUMARI,Bajjikanchal Vikas Party,4791,1,4792,0.43
10.0,MOHAMMAD ANZARUL HASAN,All India Majlis-E-Ittehadul Muslimeen,4121,10,4131,0.37
11.0,MD HAIDAR,Independent,3897,0,3897,0.35
12.0,MUKESH KUMAR,Independent,3225,0,3225,0.29
13.0,SUDHIR KUMAR OJHA,Bhartiya Sarthak Party,2890,3,2893,0.26
14.0,SABINA KHATOON,Indian National League,2445,8,2453,0.22
15.0,SANDIP KUMAR,Jantantra Awaj Party,1968,3,1971,0.18
16.0,ARVIND KUMAR CHAUDHARY,Socialist Unity Centre Of India (COMMUNIST),1852,5,1857,0.17
17.0,AJITANSH GAUR,The Agrani Party,1840,3,1843,0.17
18.0,SANJAY KUMAR,Independent,1811,1,1812,0.16
19.0,BASKIT KUMAR SHARMA,Independent,1778,1,1779,0.16
20.0,SONELAL PASWAN,Independent,1730,1,1731,0.16
21.0,MANORANJAN KUMAR,Independent,1595,3,1598,0.14
22.0,NAND KISHORE SHARMA,Apna Kisan Party,1521,1,1522,0.14
23.0,ABHAY KUMAR,Samata Party,1170,4,1174,0.11
24.0,PRABHAKAR RANJAN,Ekam Sanatan Bharat Dal,1115,1,1116,0.1
25.0,RAJU SINGH,Independent,984,0,984,0.09
26.0,SAROJ KUMAR CHAUDHARY,Independent,965,0,965,0.09
27.0,NOTA,None of the Above,7539,49,7588,0.68
